name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Delhi,18-10-23,31,18.7,24.3,29.3,18.7,24,14.7,60.3,0,0,0,,0,0,18,14.8,297.5,1015.5,16.2,5.6,206,17.8,7,10,2023-10-18 6:23:24,2023-10-18 17:49:00,0.12,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,19-10-23,29.2,17.6,23.7,28.4,17.6,23.5,14.1,58.8,0,0,0,,0,0,15.5,11.2,285.7,1015.4,0,3.9,207.7,18,8,10,2023-10-19 6:24:01,2023-10-19 17:48:00,0.16,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,20-10-23,30.8,18.4,24,29.6,18.4,23.8,14.7,59.2,0,0,0,,0,0,10.4,11.2,298.9,1015.8,1.3,3.9,205.4,17.7,7,10,2023-10-20 6:24:39,2023-10-20 17:47:00,0.2,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,21-10-23,30.5,17.8,23.8,29.6,17.8,23.6,14.5,59.7,0,0,0,,0,0,12.6,7.6,306.8,1016.3,2.4,2.5,204.4,17.7,7,10,2023-10-21 6:25:17,2023-10-21 17:46:02,0.23,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,22-10-23,30.6,18.1,24.2,30,18.1,24.1,15.2,59.8,0,0,0,,0,0,17.6,11.2,291,1016.7,19.7,2.4,192.9,16.9,7,10,2023-10-22 6:25:56,2023-10-22 17:45:04,0.25,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,23-10-23,30.3,18.9,24.6,29.5,18.9,24.4,14.8,58.3,0,0,0,,0,0,14.4,11.4,293.6,1015,1.1,5.2,198.5,17.2,7,10,2023-10-23 6:26:34,2023-10-23 17:44:07,0.3,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,24-10-23,30.6,18.6,24.5,29.6,18.6,24.2,14.3,56.3,0,0,0,,0,0,10.4,11.2,279.7,1014.4,0,3,198.4,17.2,7,10,2023-10-24 6:27:14,2023-10-24 17:43:11,0.34,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,25-10-23,30,18,24.1,29.4,18,24,14.7,57.9,0,0,0,,0,0,18,13,282,1015.1,0,2.5,198.2,17.2,7,10,2023-10-25 6:27:54,2023-10-25 17:42:16,0.37,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,26-10-23,31,18.1,24.2,29.7,18.1,23.9,13.5,54.5,0,0,0,,0,0,16.6,10.6,275.9,1014.8,0,2.7,198.8,17.1,7,10,2023-10-26 6:28:34,2023-10-26 17:41:22,0.41,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,27-10-23,30.8,17.1,23.7,29.3,17.1,23.4,12.3,52.1,0,0,0,,0,0,14.4,11.2,278.6,1014.1,1.8,2.5,199.5,17.1,7,10,2023-10-27 6:29:15,2023-10-27 17:40:30,0.44,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,28-10-23,31.5,17.2,24.1,30.2,17.2,23.8,12.5,52.2,0,0,0,,0,0,13,7.6,294.9,1014.3,39.1,2.5,160.9,13.8,6,10,2023-10-28 6:29:56,2023-10-28 17:39:38,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,29-10-23,32.3,18,24.6,31.3,18,24.2,12.8,52.2,0,0,0,,0,0,12.6,9.4,90.2,1014.2,20.5,4.1,188.3,16.2,7,10,2023-10-29 6:30:37,2023-10-29 17:38:47,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,30-10-23,32.3,18.7,25.1,32,18.7,25,15.4,58.3,0,0,0,,0,0,13.3,9.4,70.3,1014.9,5,2.2,186.8,16.1,7,10,2023-10-30 6:31:19,2023-10-30 17:37:57,0.55,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,31-10-23,31.6,19.6,24.9,32.1,19.6,25,17.5,67.1,0,0,0,,0,0,15.8,9.4,84.9,1016.4,11.2,2,185.6,15.9,7,10,2023-10-31 6:32:02,2023-10-31 17:37:09,0.58,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,01-11-23,31,18,24.2,31.4,18,24.2,16.3,64.4,0,0,0,,0,0,16.2,7.6,55.6,1016.9,9,1.9,184,15.9,7,10,2023-11-01 6:32:44,2023-11-01 17:36:22,0.61,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
Delhi,02-11-23,29.6,18.5,23.5,31,18.5,23.8,17.7,71.8,0,0,0,,0,0,12.2,7.6,336.3,1015.2,0.3,1.3,183.7,15.9,7,10,2023-11-02 6:33:28,2023-11-02 17:35:36,0.64,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
Delhi,03-11-23,29.2,18.6,22.8,29.1,18.6,22.8,17.1,72.2,0,0,0,,0,0,16.2,7.6,290.9,1012.8,0.3,1.3,180.5,15.6,7,10,2023-11-03 6:34:11,2023-11-03 17:34:51,0.67,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,04-11-23,28.5,18.4,22.7,29.7,18.4,23,17.9,75.8,0,0,0,,0,0,15.8,7.6,304.3,1013.1,8.7,1.3,179.4,15.4,7,10,2023-11-04 6:34:55,2023-11-04 17:34:08,0.71,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,05-11-23,31,18,23.3,30.4,18,23.3,16.5,70.7,0,0,0,,0,0,13.7,9.4,272,1014.7,6.1,1.2,182.9,15.9,7,10,2023-11-05 6:35:40,2023-11-05 17:33:25,0.75,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,06-11-23,30.3,16,22.6,29.6,16,22.5,14.6,64.8,0,0,0,,0,0,11.2,7.6,120.4,1016.2,0.3,1.4,182.5,15.9,7,10,2023-11-06 6:36:25,2023-11-06 17:32:44,0.77,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,07-11-23,30.9,16.7,23.3,30.8,16.7,23.1,15,63.5,0,0,0,,0,0,11.9,7.6,265.2,1015.3,2.6,1.5,176.3,15.4,7,10,2023-11-07 6:37:10,2023-11-07 17:32:05,0.8,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,08-11-23,30,17.4,23.5,29.5,17.4,23.4,16,66,0,0,0,,0,0,20.5,7.6,283.4,1014.3,8,1.3,172,15,7,10,2023-11-08 6:37:55,2023-11-08 17:31:27,0.84,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,09-11-23,31.7,17.6,23.8,29.7,17.6,23.7,15.1,62.7,0,0,0,,0,0,19.8,11.2,247.4,1014.2,8.6,3.3,172,14.8,7,10,2023-11-09 6:38:41,2023-11-09 17:30:50,0.87,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,10-11-23,22,18,20.3,22,18,20.3,17.5,84.4,7.701,100,20.83,rain,0,0,37.1,13,238.4,1016.7,88.5,1.8,136,11.7,6,10,2023-11-10 6:39:27,2023-11-10 17:30:14,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,11-11-23,25.5,15.7,19.8,25.5,15.7,19.8,15,76,0,0,0,,0,0,17.3,13,295,1018.2,15.5,2,169.6,14.6,6,10,2023-11-11 6:40:14,2023-11-11 17:29:40,0.93,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,12-11-23,26.1,14,19.8,26.1,14,19.8,14.1,72.6,0,0,0,,0,0,18.4,13,271.6,1018.5,0,2.4,170.8,14.8,7,10,2023-11-12 6:41:01,2023-11-12 17:29:08,0.96,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,13-11-23,26.7,14.3,19.6,26.9,14.3,19.7,14.2,74.3,0,0,0,,0,0,11.5,7.6,268.9,1018.4,17.2,1.3,165.6,14.2,7,10,2023-11-13 6:41:48,2023-11-13 17:28:37,0,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,14-11-23,25.4,14.4,19.9,25.4,14.4,19.9,12.6,66.1,0,0,0,,0,0,11.2,7.6,270.7,1017.9,56.9,3.3,135,11.5,5,10,2023-11-14 6:42:35,2023-11-14 17:28:07,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,15-11-23,26.4,13.2,19.1,26.4,13.2,19.1,12.9,70.1,0,0,0,,0,0,11.5,9.4,272.2,1017.7,24.9,1.4,169.9,14.7,7,10,2023-11-15 6:43:22,2023-11-15 17:27:39,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,16-11-23,26.3,13.7,19.1,26.3,13.7,19.1,14.3,76.1,0,0,0,,0,0,11.2,9.4,263.6,1018.5,0.1,1.1,166.9,14.4,6,10,2023-11-16 6:44:10,2023-11-16 17:27:12,0.1,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,17-11-23,27.4,14,20.1,27.6,14,20.1,14.4,73.1,0,0,0,,0,0,9.7,5.4,84.7,1018.2,12.3,1.5,164.1,14.2,6,10,2023-11-17 6:44:58,2023-11-17 17:26:47,0.14,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,18-11-23,27.2,15,20.6,27.6,15,20.6,14.1,68.8,0,0,0,,0,0,8.3,9.4,150.3,1016.5,22.6,1.4,160.4,13.8,6,10,2023-11-18 6:45:46,2023-11-18 17:26:24,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,19-11-23,26,14.4,19.9,26,14.4,19.9,13.3,68,0,0,0,,0,0,11.9,11.2,109.3,1017.3,13.7,1.7,161.8,14,6,10,2023-11-19 6:46:34,2023-11-19 17:26:02,0.21,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,20-11-23,25.8,14,19.5,25.8,14,19.5,13.2,70.4,0,0,0,,0,0,11.9,9.4,270.3,1017.6,0,2.8,161.3,14,6,10,2023-11-20 6:47:22,2023-11-20 17:25:42,0.25,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,21-11-23,25.5,13.6,18.8,25.5,13.6,18.8,13,70.8,0,0,0,,0,0,24.5,13.7,262.7,1016.7,0,1.6,162,14,6,10,2023-11-21 6:48:10,2023-11-21 17:25:23,0.28,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,22-11-23,25,13,17.8,25,13,17.8,11.1,67.7,0,0,0,,0,0,21.6,11.2,264.1,1014.8,0,1.3,162,14,6,10,2023-11-22 6:48:59,2023-11-22 17:25:06,0.32,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,23-11-23,26,11.5,18.6,26,11.5,18.6,11,65.7,0,0,0,,0,0,12.2,9.4,127,1014.3,0,2.4,161.6,14,6,10,2023-11-23 6:49:47,2023-11-23 17:24:50,0.35,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,24-11-23,26.1,12,18.3,26.1,12,18.3,12,70,0,0,0,,0,0,12.2,7.6,271.3,1016.3,8.6,1.3,156.5,13.5,6,10,2023-11-24 6:50:35,2023-11-24 17:24:36,0.39,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,25-11-23,25,12.6,18.1,25,12.6,18.1,12,69.7,0,0,0,,0,0,7.6,8.2,247.5,1017.7,22.7,1.4,149.8,13,6,10,2023-11-25 6:51:23,2023-11-25 17:24:24,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,26-11-23,25.6,13.2,19.4,25.6,13.2,19.4,12.5,67.1,0,0,0,,0,0,13.3,11.2,99.5,1018.2,60.4,1.4,105.6,9.2,5,10,2023-11-26 6:52:11,2023-11-26 17:24:13,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,27-11-23,23.2,15.5,18.5,23.2,15.5,18.5,13.6,75,6.254,100,8.33,rain,0,0,29.2,18.4,76.2,1015.8,86.8,1.2,90.6,7.9,4,10,2023-11-27 6:52:59,2023-11-27 17:24:04,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,28-11-23,20,15.6,17.7,20,15.6,17.7,15.4,86.9,0.23,100,4.17,rain,0,0,30.2,9.4,54.1,1015.6,69.2,1.6,97.3,8.3,6,10,2023-11-28 6:53:46,2023-11-28 17:23:57,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,29-11-23,24.7,14.1,18.5,24.7,14.1,18.5,14.9,81,0,0,0,,0,0,11.9,9.4,101.6,1015.7,30.4,1.2,115.7,10,6,10,2023-11-29 6:54:34,2023-11-29 17:23:51,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,30-11-23,24.3,15,19.1,24.3,15,19.1,15.8,82.5,0,0,0,rain,0,0,14.4,13,115.9,1016.6,44.1,1.1,116.1,10,6,10,2023-11-30 6:55:21,2023-11-30 17:23:47,0.59,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,01-12-23,24.5,14.8,19.6,24.5,14.8,19.6,15.9,80.7,0,0,0,,0,0,13.3,7.6,343.4,1017.1,38.9,2,141,12.1,6,10,2023-12-01 6:56:08,2023-12-01 17:23:45,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,02-12-23,23.7,14,17.9,23.7,14,17.9,14.8,83.5,0,0,0,,0,0,10.8,8,304.4,1017.8,2.7,1,146.9,12.6,6,10,2023-12-02 6:56:54,2023-12-02 17:23:44,0.66,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,03-12-23,25.1,12.4,18.4,25.1,12.4,18.4,13.2,75.1,0,0,0,,0,0,8.6,9.4,315.7,1018,35.9,1.4,146.2,12.6,6,10,2023-12-03 6:57:40,2023-12-03 17:23:45,0.69,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,04-12-23,24.2,16,19.7,24.2,16,19.7,12.9,67.4,0.015,100,4.17,rain,0,0,11.2,11.2,345.8,1017,53.4,3.4,109.9,9.6,5,10,2023-12-04 6:58:26,2023-12-04 17:23:48,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,05-12-23,24.1,13.6,17.9,24.1,13.6,17.9,11.6,69.4,0,0,0,,0,0,18,13,317.8,1016.2,12.5,1.9,147.6,12.6,6,10,2023-12-05 6:59:11,2023-12-05 17:23:52,0.75,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,06-12-23,24.6,11.2,16.9,24.6,11.2,16.9,11.4,72.6,0,0,0,,0,0,13.3,7.6,249.2,1016.8,0,1.8,148.2,12.6,6,10,2023-12-06 6:59:55,2023-12-06 17:23:58,0.78,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,07-12-23,23.6,11.6,16.7,23.6,11.6,16.7,12,75.4,0,0,0,,0,0,13.7,7.8,262.1,1016.2,0,1.6,145.3,12.5,6,10,2023-12-07 7:00:39,2023-12-07 17:24:05,0.82,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,08-12-23,25,11.7,17.4,25,11.7,17.4,11.1,69.7,0,0,0,,0,0,17.3,11.2,280.3,1015.7,0,1.6,147.4,12.5,6,10,2023-12-08 7:01:23,2023-12-08 17:24:14,0.85,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,09-12-23,24.4,10.8,16.9,24.4,10.8,16.9,10.5,69.4,0,0,0,,0,0,18,13,284.8,1016.5,2.4,1.8,147.9,12.6,6,10,2023-12-09 7:02:05,2023-12-09 17:24:25,0.88,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,10-12-23,22.5,10,15.6,22.5,9.6,15.6,9.2,68.6,0,0,0,,0,0,27,18.4,265.8,1015,5,1.9,148,12.9,6,10,2023-12-10 7:02:47,2023-12-10 17:24:37,0.91,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,11-12-23,23.3,9.1,15.5,23.3,9.1,15.5,7.4,65,0,0,0,,0,0,10.4,9.4,262.6,1015.7,0,3.6,149.3,13,6,10,2023-12-11 7:03:29,2023-12-11 17:24:51,0.95,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,12-12-23,23.7,9,15.9,23.7,9,15.8,10.1,72.2,0,0,0,,0,0,11.9,9.4,134.4,1014.6,0,1.9,145.2,12.4,6,10,2023-12-12 7:04:09,2023-12-12 17:25:06,0.98,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,13-12-23,23.7,9.4,16.3,23.7,9.4,16.3,9.6,69.6,0,0,0,,0,0,13.3,9.4,312.5,1016.4,1.9,1.7,147.3,12.7,6,10,2023-12-13 7:04:49,2023-12-13 17:25:23,0,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,14-12-23,23,8.5,15.4,23,8.5,15.3,7.9,65.4,0,0,0,,0,0,17.6,16.6,250.5,1017.6,32.3,1.8,140,12,6,10,2023-12-14 7:05:28,2023-12-14 17:25:41,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,15-12-23,23.8,7.9,15.4,23.8,7.9,15.4,7.4,63.2,0,0,0,,0,0,11.5,10.1,266.2,1018.6,28.9,2.8,145.8,12.5,6,10,2023-12-15 7:06:05,2023-12-15 17:26:01,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,remote"
Delhi,16-12-23,23.5,7.8,16.3,23.5,7.8,16.3,4.3,50.6,0,0,0,,0,0,13.3,9.4,317,1017.2,26.5,7.6,140.7,12,6,10,2023-12-16 7:06:42,2023-12-16 17:26:23,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,17-12-23,23.6,8.1,15.8,23.6,8.1,15.8,8,64.3,0,0,0,,0,0,22.3,11.2,303.6,1018.3,0,2,144.8,12.5,6,10,2023-12-17 7:07:18,2023-12-17 17:26:45,0.15,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,18-12-23,21.5,8.7,14.6,21.5,8.7,14.5,8.9,71.5,0,0,0,,0,0,27,18.4,268.8,1020.1,0,1.9,146.5,12.7,6,10,2023-12-18 7:07:53,2023-12-18 17:27:10,0.19,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,19-12-23,22.1,8,14.5,22.1,6.8,14.4,7,64.9,0,0,0,,0,0,29.2,18.4,271.7,1020.2,6.1,2,148.4,12.7,6,10,2023-12-19 7:08:27,2023-12-19 17:27:35,0.22,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,20-12-23,21,8.4,14.2,21,7.9,14.2,8,68.6,0,0,0,,0,0,19.8,13,266.9,1019.8,35.1,2.1,143.3,12.4,6,10,2023-12-20 7:09:00,2023-12-20 17:28:02,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,21-12-23,22,8,14.3,22,7.4,14.3,9.3,75.2,0,0,0,,0,0,16.6,11.2,265.8,1017.9,33.3,1.5,139,11.9,6,10,2023-12-21 7:09:32,2023-12-21 17:28:30,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,22-12-23,21.9,8,14.3,21.9,8,14.3,9.7,76.1,0,0,0,,0,0,10.8,13,268.3,1017.7,15.7,0.9,146,12.5,6,10,2023-12-22 7:10:02,2023-12-22 17:29:00,0.33,Clear,Clear conditions throughout the day.,fog,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,23-12-23,23,11.8,16.3,23,11.8,16.3,10.6,72.6,0,0,0,,0,0,25.2,11.2,112.7,1019.4,36.8,2.2,139.8,12.1,6,10,2023-12-23 7:10:31,2023-12-23 17:29:31,0.37,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,24-12-23,23.7,10,16,23.7,10,16,11.5,77.6,0,0,0,,0,0,13.3,9.4,305.6,1021.3,12.8,1,137.7,12,6,10,2023-12-24 7:10:59,2023-12-24 17:30:03,0.4,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,25-12-23,22,11,14.8,22,11,14.8,11.3,81.7,0,0,0,,0,0,17.6,11.2,257.6,1019.7,27.6,0.9,143.5,12.4,6,10,2023-12-25 7:11:26,2023-12-25 17:30:36,0.44,Partially cloudy,Clearing in the afternoon.,fog,"VIDP,42181099999"
Delhi,26-12-23,23,8,14.1,23,7.4,14.1,10.7,83.8,0,0,0,,0,0,10.4,9.4,270.8,1019.1,34.4,1.7,130.8,11.3,6,10,2023-12-26 7:11:51,2023-12-26 17:31:11,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
Delhi,27-12-23,19.5,10.3,13,19.5,10.3,13,11.6,91.9,0,0,0,,0,0,11.2,9.4,255.4,1020.5,59.6,0.5,145,12.6,6,10,2023-12-27 7:12:16,2023-12-27 17:31:46,0.5,Partially cloudy,Partly cloudy throughout the day.,fog,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,28-12-23,19.5,9.3,12.8,19.5,8.7,12.7,11.3,91.1,0,0,0,,0,0,12.2,9.4,258.5,1019.4,52.3,0.5,146.8,12.8,6,10,2023-12-28 7:12:38,2023-12-28 17:32:23,0.54,Partially cloudy,Clearing in the afternoon.,fog,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,29-12-23,18.6,12,13.8,18.6,12,13.8,12.8,93.9,0,0,0,,0,0,7.9,9.4,159.8,1020,56.7,0.5,144,12.5,6,10,2023-12-29 7:13:00,2023-12-29 17:33:00,0.57,Partially cloudy,Clearing in the afternoon.,fog,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,30-12-23,19.4,12.8,14.6,19.4,12.8,14.6,12.9,90,0,0,0,,0,0,6.5,9.4,28.6,1018.7,39.7,0.9,113.7,9.8,5,10,2023-12-30 7:13:19,2023-12-30 17:33:39,0.6,Partially cloudy,Clearing in the afternoon.,fog,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,31-12-23,16,11.5,13.3,16,11.5,13.3,11.1,87,0,0,0,,0,0,5.8,9.4,72.6,1018.8,39.2,1,146.9,12.8,6,10,2023-12-31 7:13:38,2023-12-31 17:34:19,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,01-01-24,16.1,10.3,12.1,16.1,10.3,12.1,9,81.7,0,0,0,,0,0,10.1,11.2,283,1018.7,1.7,1.4,150.5,13.1,6,10,2024-01-01 7:13:55,2024-01-01 17:34:59,0.67,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,02-01-24,16.3,9,11.2,16.3,7.9,11,8,82.2,0,0,0,,0,0,7.6,11.2,277.9,1018.1,0,1.1,152.6,13.2,6,10,2024-01-02 7:14:11,2024-01-02 17:35:41,0.7,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,03-01-24,15.1,8.8,10.8,15.1,8.5,10.6,8.7,87.8,0,0,0,,0,0,7.6,11.2,319.5,1017.9,16.7,1,149.7,13,6,10,2024-01-03 7:14:25,2024-01-03 17:36:23,0.73,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,04-01-24,11.5,8,10.1,11.5,6.8,9.7,9,92.7,0,0,0,,0,0,8.6,13,274.7,1018.3,66.7,1,148.5,12.9,6,10,2024-01-04 7:14:37,2024-01-04 17:37:06,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,05-01-24,14,10,12,14,9.6,12,10.8,92.9,0,0,0,,0,0,9,11.2,305.6,1018.2,41.7,0.7,149.7,13.1,6,10,2024-01-05 7:14:48,2024-01-05 17:37:50,0.8,Partially cloudy,Clearing in the afternoon.,fog,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,06-01-24,15,8.8,12.1,15,8.8,12.1,9.5,84.9,0,0,0,,0,0,10.8,11.2,321.7,1019.7,4.6,1.2,150.8,13.1,6,10,2024-01-06 7:14:57,2024-01-06 17:38:35,0.83,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,07-01-24,17.3,8.4,11.6,17.3,8.4,11.5,8.3,81.2,0,0,0,,0,0,7.2,7.6,253.7,1020.4,20.6,1.5,152.9,13.2,6,10,2024-01-07 7:15:05,2024-01-07 17:39:20,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
